"","ACWI","IXG","EXI","FLM","IGF","GNR","IXN","JXI","RXI","KXI","IXJ","MXI","IFGL","IFNA"
"2012-03-29",-0.00553310626368164,-0.0116960397631911,-0.00259595918082178,-0.00784702408090476,-0.00369056487020236,-0.0015328610014258,-0.00197405591460509,-0.000235432608503228,-0.00255907330650285,0.00156550234776365,0.000334896185314015,0.00256205104117502,-0.015331310746789,0.00569053844636835
"2012-03-30",0.00722945951185983,0.00375763711283295,0.00684617346951644,0.0124772260900943,0.00708519330683588,0.00992185204851648,-0.000847218350591206,0.00469815287472874,0.00850489902847684,0.00637892871077206,0.00700703567647309,0.0101830633314028,0.00908779410710414,0.00239782131235255
"2012-04-03",-0.0101159977519374,-0.0138548652781494,-0.00940012451191485,-0.0151001407864486,-0.00786741905718191,-0.012633334798537,-0.00153899995398987,-0.010757821242648,-0.00690878137697837,-0.00139938449928589,-0.0037938189833735,-0.0176105180086354,-0.0155847310166983,0.0075520911315663
"2012-04-04",-0.0170907813051109,-0.016690897729577,-0.018314845703395,-0.0245944578984982,-0.0142047842983173,-0.0209000033866809,-0.017229631134537,-0.0120640138486876,-0.019464503877912,-0.010133795378156,-0.00846407841212926,-0.0247322707371511,-0.0137060659043673,-0.0155982365303249
"2012-04-05",-0.00129366124122043,-0.00602919950119807,-0.00075471701695573,-0.00403226352793862,-0.00545116828262815,-0.00466110768145933,0.00454804649790397,-0.00501015004838079,0.00395767530260915,-0.00453708420440524,-0.00250313021811799,-0.00407332538763594,0.00423729447551535,0.0023988671409918
"2012-04-10",-0.0193242728264029,-0.021282664224211,-0.023344360944388,-0.0282511985451315,-0.0175033640113584,-0.0176609412266906,-0.0159934249757372,-0.0145105327144148,-0.0273557300098553,-0.0127902871739485,-0.0113627950275559,-0.0181203528336171,-0.012489011570775,-0.00043975374499361
"2012-04-11",0.0103673587671587,0.0163734741979726,0.0139564195941255,0.0244104564022249,0.0119937082003889,0.00678374508931068,0.0052151356791077,0.00849004493283179,0.0141220352235552,0.00706207446097729,0.00340541790024051,0.00918433440974908,0.0128435586406122,-0.0161848117749357
"2012-04-12",0.0176187265515941,0.0194937946810012,0.0218952107026569,0.0198126877089586,0.0121388773791726,0.0247459602790956,0.0119211465638793,0.00602048778158304,0.0147893082708652,0.00529973309490384,0.00863168598631159,0.0330257249890229,0.0151278170785396,0.0044603106951997
"2012-04-13",-0.0154267046304777,-0.0241799544467267,-0.0153717800478543,-0.0208393818443198,-0.0127206109616051,-0.018600634169549,-0.0164103293980382,-0.0145105327144148,-0.0125131976847843,-0.00659311546964414,-0.0122076795799302,-0.0208002299147561,-0.00595344080249838,0.0031104224143923
"2012-04-17",0.01431384230527,0.0165736184597218,0.0210454255164771,0.0276211655513392,0.0137933221323356,0.0164387263431602,0.0191393402106979,0.0110154370534397,0.00903568267389776,0.0116230932892911,0.0129642357867148,0.0170389517791705,0.00907827463887623,0.0111367020657225
"2012-04-18",-0.00323520178651115,-0.00971588891454056,-0.00734397425575839,-0.0204526760727268,-0.00543712886165792,-0.00564478384498734,-0.00677284813936563,-0.00933132742888398,0.000172965493815624,-0.000140934395272296,0.000167266037021108,-0.00225515559493328,0.00104220957844348,-0.00653597097978587
"2012-04-19",-0.00519819234186336,-0.00464832641247037,-0.00682725959308028,-0.0123204843880407,-0.00402530733283779,-0.00273651460840441,-0.0104652117910975,-0.00312989300892808,-0.00816189301282044,0.000845308587950733,0.000501630308988865,-0.00242189510486313,-0.00417537141048063,0
"2012-04-20",0.00368484214491849,0.0022045324298765,0.00758297472445557,0.00976620458294386,0.00574549124324975,0.00371202926970815,-0.00468659322950504,0.0100768607006536,0.00295986983741159,0.00575722997230077,0.00749441429315123,0.00403323931428812,0.00625653761430511,0.0164755515144757
"2012-04-24",0.00502348986959156,0.0101322997074882,0.0133794044749473,0.0107260675164693,0.00491543565961772,0.00198019866686217,-0.00341931500916015,0.00816527111018406,0.00458716400690573,0.000424598407057886,0.00351317801743711,0.00114989745730032,0.0114923779226062,0.00152522090794394
"2012-04-25",0.0116960397631911,0.0117332072039456,0.00586845034862593,0.0198383422196642,0.0137498585597418,0.0184246685915697,0.0279019568860548,0.00596162490607988,0.016584128015535,0.0076121032912706,0.00732116414827289,0.0209576348967406,0.00999146985500454,0.02515450268467
"2012-04-26",0.00472610976359356,0.00581537863756232,0.00658454076858694,0.00178412179350174,0.00849863472146284,0.00232783810258574,0.00908245268894614,0.00308605586169364,0.0103342290700148,0.00699694990044986,0.00198741370483813,-0.000804181788413239,0.00342231682416472,0.00212089156913731
"2012-04-27",0.00363675660216645,0.0028950563043062,0.00523659322693559,0.00836824967051619,0.00394144654396467,0.00541064121901247,0.000573888107572529,0.00284023859572891,0.0146285990188604,-0.0011162272681231,0.00115750322969088,0.00705470297988953,0.00272944557031085,0.0103278397186233
"2012-05-01",0.00491716650821106,0.00771459949533027,0.00695687679373158,0.0153829789169406,0.00589475391134897,0.0102071179876271,0.00187929220470551,0.00378072283990605,0.00560892096795129,0.000280229790259767,0.00676961224761552,0.00546186096766998,0.0010275733050098,0.0129330129722258
"2012-05-02",-0.00448862568313979,-0.0142704078483313,-0.00394255650080888,-0.0164000143465839,-0.00786741905718191,-0.0105943396768797,0,-0.00900266682105766,0.001016432410057,0.00223901576885766,-0.00313144054817283,-0.00626759785760722,0.00102651848192803,-0.00561157037344628
"2012-05-03",-0.00860590509287951,-0.0110227692907499,-0.0107802462437916,-0.0130586928045413,-0.00792980649224528,-0.0114910213677675,-0.010599010293201,-0.00453190996274744,-0.00884359505203669,-0.00111888123560799,-0.00479855309777655,-0.017892474724623,-0.00617497673944056,-0.000208441897576073
"2012-05-04",-0.016997576368571,-0.0146386437385435,-0.0157151566874432,-0.0258466287263861,-0.0111509375597545,-0.0233859250526431,-0.0222871006238421,-0.00143540694502331,-0.019317606570822,-0.0109752051437679,-0.00983423210275802,-0.019556473448783,-0.0124655353765615,-0.0140655200160853
"2012-05-08",-0.0112348356515879,-0.0104739112117591,-0.0104631840052485,-0.0231485658965149,-0.00862818122333842,-0.0123346018377486,-0.00644148733162808,0,-0.0155692815204196,-0.00522268107871948,-0.00150816953597488,-0.0160381592532248,-0.0125963876856856,-0.00482839187234951
"2012-05-09",-0.00979526976986644,-0.01541018243105,-0.0125442648458569,-0.00431616531940548,-0.0072474588863205,-0.0122826518558417,-0.00210621410794243,-0.0105516566514603,-0.000352671490165157,-0.00852762416165831,-0.0102824336202207,-0.0121566431617754,-0.00884179058146106,0
"2012-05-10",0.00245782717852849,0.00786107763177402,0.00157666567939474,0.00539230209261587,0.00435477535348472,0.00246862910802914,-0.00680017731906535,0.00935819666972559,0,0.00114122694269181,0.00321407702889065,0.00583993415154538,0.00354610300675073,0.00461894585629441
"2012-05-11",-0.00380101072499617,-0.0114315991501091,-0.00374864797268737,-0.0024229383235892,0,-0.009496355427832,-0.00136560221510518,-0.000955794576944946,-0.00229540137864248,-0.000713114199799136,-0.000675789855081987,-0.013795700776865,-0.00461239064998598,0.000209446016055104
"2012-05-15",-0.0107417328129413,-0.0110382198284293,-0.00884783572123116,-0.015866721174941,-0.0127239473697092,-0.0149129308270788,-0.00523400209644365,-0.0136056520557784,-0.00740142380512676,-0.000862936915336121,-0.00664454271866877,-0.0157935802581406,-0.0130342178389071,-0.0080457770468878
"2012-05-16",-0.0083064621577531,-0.0135694512571849,-0.00770482319277432,-0.0152674721307888,-0.0077728343507526,-0.00927230362886133,-0.0113311262808544,-0.0031851062085777,-0.00417612953731528,-0.00244903961634702,0,-0.00926858066378422,-0.01062475647774,-0.00939776245877155
"2012-05-17",-0.0158807634562508,-0.0211161067307053,-0.0131122550632963,-0.0192728531213877,-0.011470092549148,-0.0122059056795036,-0.0157334900640969,-0.00738919618237066,-0.0187333302025103,-0.00956529032181397,-0.00892863074430128,-0.0121235871409864,-0.00999453072499579,-0.0285142835634775
"2012-05-18",-0.00495576235498474,-0.0104511402317806,-0.00516903869833074,-0.00816569133363343,-0.000911161794245441,-0.00792606527242068,-0.0126068852325547,0.00246913705692098,-0.00856456547784168,-0.00657464564208521,-0.00900906994236639,-0.0079785189912176,-0.00821820090438585,-0.0155766389287373
"2012-05-22",-0.00232666461403896,0.00271223382971986,0.00406256906508951,0.0050790176903539,-0.00270717566449052,-0.00716071194712287,-0.00187764098349774,-0.000980632586552233,0.00294009767099679,-0.00525318587302603,-0.00516619024001574,-0.00742152017128817,-0.0121615650392757,-0.00353279236935844
"2012-05-23",-0.00396779607962472,-0.00216919824754536,-0.00243556036775994,-0.0141725728235405,-0.00573933005734162,0.00304414238122819,-0.00094014422468458,-0.00615083745067935,0,-0.00161065998653509,-0.00919267595719031,0.000181669543601437,0.00074128987827482,0.00507447310638209
"2012-05-24",-0.00210698895693584,-0.00217391389961996,-0.00407249595643044,-0.00802526519859414,-0.00242644947682846,0.00108495182607493,-0.0100835894573637,0.00246487677175589,-0.00607345199939102,0.00248810958948287,0.00365249558157466,-0.00436920411066399,-0.00594576259238089,0.00614306451371371
"2012-05-25",-0.00422734307318828,-0.00572911129169906,0.000815827089915899,0.00402068318788151,0.00121396069536672,-0.00696411954961018,-0.00015836566665417,0.00491160122946033,0.00405306376506198,0.00306502465739733,0.00484933406143728,-0.00750850519612856,-0.00149198088101521,0.00501800987508627
"2012-05-30",-0.0189767906257101,-0.0240909542938432,-0.0207451002698469,-0.0295108079105124,-0.0167304282592098,-0.0204177379602144,-0.0108244840729554,-0.0126380073856831,-0.0113491974166875,-0.0115489917517504,-0.00935882047543579,-0.0271394491175343,-0.0169996702827144,-0.0173383033140424
"2012-05-31",0.00118189353079545,0.00800335443527933,0,0.000581395365213844,0.00428528357032709,-0.00373750022848895,-0.00236873383555025,0.00745345065458114,-0.00331919906428535,0.00146929206567936,-0.000522511550684612,-0.000923616949375372,-0.00823357944793468,-0.00599535491830405
"2012-06-01",-0.0253602107683415,-0.0315536438316988,-0.0325843363330041,-0.0282954332351513,-0.0213003885763099,-0.0186755094282738,-0.0293596125949529,-0.0114514569794353,-0.0307601145885772,-0.0194209647106263,-0.02290849079687,-0.0194072148148403,-0.00603092668528937,-0.0134531176971189
"2012-06-05",0.00722198613206437,0.0143200537747483,0.00465806474250652,0.0074974110380861,0.00123533060799286,0.00600869728161735,0.0106797131566845,0.00272378526699368,0.00323717315922289,0.00178677831932372,0.00282985685841108,0.00879249888493483,0.00713886180420742,0.0218140892537444
"2012-06-06",0.02604313853602,0.0310166211000333,0.0202829744804776,0.0426965435955053,0.0153142349730424,0.0249793881796183,0.0247986003076717,0.0137526725520374,0.0257122168868871,0.0138870602241008,0.0152487399514456,0.0304498947201677,0.0345877008464743,0.0187046201348076
"2012-06-07",0.00186785018115998,0.00673403218134405,0.00721875878906086,0.00883574224923844,0.00273182746916412,0.00172973016100419,0.000156998194842828,-0.00219753476300077,0.00314494755560402,0.000879894469439257,0.000173928168105242,0.000180652154768701,-0.00326028182288596,0.00440238439393292
"2012-06-08",0.000932618393547635,-0.00295738890100861,0.000410930763949935,-0.0122770992446313,0.00272438491500049,-0.00281233284333515,0.00235201990043077,0.00924580795669172,0.00387132938106305,0.00672025903877493,0.00624135174468421,-0.00779766395488579,-0.00618746287047101,0.00372684855346828
"2012-06-12",0.0142943265758966,0.0144004662127801,0.0137480363792264,-0.00864060675402634,0.0100350545631489,0.00823406602367527,0.011976191046716,0.00682263855088738,0.00761024554597123,0.0103749012728036,0.0123083810956954,0.0187876023120261,0.0157946350531599,-0.00795057191576465
"2012-06-13",-0.00747317817116011,-0.00459646611615927,-0.018303852915087,-0.000578703719854357,-0.00454890852636902,-0.00888702066652813,-0.00770504637440528,-0.000485790633794281,-0.0134030301273405,-0.000581648991241579,-0.000517018538014113,-0.0105359739385325,-0.00584796988242298,0.00552793005251306
"2012-06-14",0.00933277889301287,0.0126566924509111,0.0115560510103352,0.00173510743357408,0.0117843938156077,0.00759140398777358,0.0026799101717323,0.00918990748211712,0.0113669350231831,0.0130059636791335,0.0125055162925012,0.0060082110643771,0.00875918008988164,0.00330214939575901
"2012-06-15",0.0115448061285428,0.0175070784427755,0.00776623564182666,0.0120621795621423,0.0125374776590359,0.00323589970635441,0.012671268484028,0.0102982588975333,0.00683226736765041,0.00315367233854502,0.00458599529860315,0.0197705936394819,0.00904328825356515,0.00766287274556898
"2012-06-19",0.0136676387286636,0.0214724143974214,0.0151136378100483,0.0178146942312094,0.0103873912157981,0.0210310459879954,0.00999623856337628,0.00643855807171922,0.0141537474380939,0.00527931596434161,0.0139158922663105,0.0203801853550782,0.0131838717001269,0.010752791776262
"2012-06-20",0.00113058237028607,-0.0148769545306169,-0.0114654781092782,-0.000841160851503542,-0.0208838138707192,-0.0014725994035949,0.000305997554407078,-0.0243004860116423,-0.00487673683929213,-0.019543659834989,-0.0169595199118131,-0.0155992997547365,-0.0149788820546508,-0.00686845370286582
"2012-06-21",-0.0396456621883963,-0.0236807660156084,-0.025198506262313,-0.0465066583474907,-0.020713503277952,-0.0371008563750448,-0.0277644821419818,-0.0154623279381081,-0.0204872722584524,-0.0162391104227675,-0.0144991879059786,-0.0396376875507345,-0.0232653168934198,-0.00086188326817771
"2012-06-22",0.00679557389599461,0.00831215403866858,0.00970380278880834,0.00761127796201455,0.0104103818324921,0.000873553233100122,0.00970425521325868,0.00960007372901961,0.000554272531511302,0.00837193697935312,0.008724715338702,0.00183621057835559,0.00550157265142426,-0.0297549844501721
"2012-06-26",0.00569261499328633,0.00571974867278691,0.00272565427157767,0.011866054388328,0.00680064444801776,0.00949339285697492,0.00302813204534313,0.00666422310912829,0.0113605840521798,0.00382409643840287,0.00685991371313044,0.0068920827904817,0.00882034384297281,0.00570552348726316
"2012-06-27",0.00894755204116748,0.0137561171215608,0.00646981282152259,0.0143466082418056,0.0119431828441745,0.0100569277895861,0.00713552539979379,0.0124680749720292,0,0.00745890112605618,0.00647361715633465,0.00166929464711263,0.0156111356986273,0.00153055676539138
"2012-06-28",-0.0016422291080822,-0.00510273700193276,0.00394477829101625,0.00319257273055928,0.00364631215302014,-0.000435161016440588,-0.00761304232092463,0.00291121020745821,-0.00185356864932329,0.00232862861737893,-0.00118936383063062,-0.00371333512466121,0,-0.0158558706112037
"2012-06-29",0.0296112312430004,0.0395934534197573,0.0344194448976771,0.0428252026378981,0.0295853043595069,0.0348586560731157,0.0304194041133581,0.0182434248354433,0.0232888493693886,0.0214288777809744,0.0213615052199874,0.0392135588236595,0.0270094599074917,0.0481028607507983
"2012-07-03",0.00969677233757293,0.0079681696491769,0.00999208952978181,0.0150749737099365,0.00175798463089816,0.0218145141489487,0.00829370442858934,-0.00165700120762935,0.00579187139463322,0.00871403968063067,-0.000826378032318331,0.0150192769401851,0.00868211739528535,0.0121289650854446
"2012-07-06",-0.0113870508470422,-0.0167850780488115,-0.0138542523146743,-0.0184259819463684,-0.00445832214171116,-0.0164775862839375,-0.0199096012328468,-0.00336700654790434,-0.00742555254746513,-0.00325387568693536,-0.00517746459276225,-0.0151154296020284,-0.00382542633086169,-0.0148678270103315
"2012-07-10",-0.00667974382796643,-0.00876150566857259,-0.0100051881074954,-0.0087460001708064,-0.00537635703638051,-0.0125787822068602,-0.0105521098805248,-0.00386473910988849,-0.00754442809292444,-0.00184514990962992,-0.00753204665558194,-0.0164177346873422,-0.00738270183948497,0.0101692274088996
"2012-07-11",0.0011548678959965,0.0103462920541442,-0.00638190534550187,0.00565132897122655,0.00805373480709681,0.00705508003822786,-0.0026952057536036,0.00386473910988849,-0.00518519680270257,-0.00014207572660041,0.000335965062793875,-0.000551927159627486,0.0140156463883447,-0.0137216290132671
"2012-07-17",0.00526859539640245,0.00655052781201348,0.00204499048772755,0.00645073054442147,0.00410798699769499,0.01141420128444,0.00238379135527644,-0.00143850420394331,0.00698275531109305,0.00576289457736934,0.0118734904150166,0.00641909586071687,0.0126996729994464,0.0168140110414545
"2012-07-18",0.0072843481670426,0.00182648452603429,0.0105670562630977,0.00557570443660582,0.0043827681550952,0.0033571160358723,0.0155920947598363,0.00215698106397255,0.00474973490682196,0.00223995613745931,0.00392670661617167,0.00364963908754934,0.00408441684222494,-0.0137170745309212
"2012-07-19",0.00542864938711585,0.00234344593641556,0.00785265285579451,0,0.00349243661149945,0.0079282701957939,0.0150448747020535,0.00143540694502331,0.0087099080837616,0.00362926138167641,0.00423660402298953,0.0151846735383172,0.00271370587159625,0.0141236612411371
"2012-07-20",-0.0143135466554178,-0.0226206383755665,-0.0143422315022361,-0.0247690681124086,-0.0166987914251093,-0.0108651298691034,-0.0133273319267984,-0.014690209991794,-0.0147422817372034,-0.00853569864434611,-0.0144123031828158,-0.0153668394920041,-0.0129561989652132,-0.0226114463865468
"2012-07-24",-0.0088744160185259,-0.0070652467812371,-0.00931009103988023,-0.0194926431730726,-0.0132611949413834,-0.0151092880833197,-0.00905846480165895,-0.0148664779625283,-0.0117967850594565,-0.00627855943793332,-0.0119299070946619,-0.0118322349530753,-0.0069638164430712,-0.00672554027342454
"2012-07-25",0.00187485407625632,0.00625256896324711,0.00414852285495293,0.0142140385409668,0.00212153436142737,0.00563870502908648,-0.0059242827981878,-0.001498876123736,0.0086272102981777,0.000143133185673605,0.00556259335721521,0.00264151096990739,0.0086972195465389,-0.00889647892720102
"2012-07-26",0.0219992662684225,0.0256835947346952,0.0249399680338307,0.0338231402903082,0.0286501243053263,0.0175781589350943,0.016879381643979,0.0229838363903752,0.0177683741824315,0.0237601334381008,0.0160083458609881,0.0216224640131655,0.0185317588910601,0.00931815297941174
"2012-07-27",0.0201798027950204,0.0252979979623991,0.0203843988663341,0.0216513448576436,0.0169198902255085,0.0224823000158016,0.0226377632148438,0.0181581069407999,0.0201586777296292,0.0137416278522959,0.0165699796415364,0.0220670940286785,0.0121664224617812,0.0127763807268311
"2012-07-31",-0.00675982745337578,-0.00491020498109052,-0.0039856569302037,-0.0024865325700052,-0.00842660804933759,-0.00751098878462342,0.00676509345177312,-0.00846130999997685,-0.00742689764678683,-0.00497375990810056,-0.00114313721928294,-0.0088905602385303,-0.00134318354646767,0.0026773777707163
"2012-08-01",-0.00113109388826427,-0.00259403517704637,-0.00340034331032557,-0.00526973900135408,-0.000875784612976105,-0.00335641179372015,-0.00353058928411354,-0.00291758047952184,-0.00492118007664466,-0.000138513747711677,0.000653381271202846,-0.00145905552056025,0.00335458214615336,-0.0061894152614177
"2012-08-02",-0.00955203987824538,-0.0130720815673531,-0.0108784312107462,-0.0259169435352287,-0.0170843625108814,-0.0139655253266926,-0.00787344862405259,-0.0127421474070455,-0.00494551791021314,-0.00611367751133862,-0.00918641630915129,-0.0150793589197726,-0.00469957226148621,0.00186085032504346
"2012-08-03",0.0239343102590555,0.0303249879513543,0.024806232955215,0.0347763591787453,0.0234890423371237,0.0231686858704068,0.0197965492110193,0.0260450404040666,0.0278852034895363,0.0194609688829344,0.0155346104938197,0.0257901811122649,0.019987340924613,0.0119097916988804
"2012-08-07",0.00795584306875519,0.00531445006349252,0.0105614124671458,0.00968791215459763,0.00375234961855053,0.0129644783219351,0.00720291229405756,0.00191616825097007,0.00811435039630837,-0.00274085412093505,-0.0014592625208083,0.0106459486657284,0.00229771970448622,0
"2012-08-08",0,0.000504668191382507,-0.00526676336921161,-0.00107181146380686,-0.00780915031416507,0.0042844092876213,0.000597907342177351,0.000478468908649887,-0.00528449353789728,0.00205634454529946,0.00113516593719076,0.00615819664112038,-0.00328407520119001,-0.0186071111576198
"2012-08-09",0.00241838086428148,-0.000504668191382507,0.001953888859203,0.00133958492905695,-0.00174367960482646,0.00608891672157696,0.00551376108160362,-0.00455472440298532,-0.000176631635185664,-0.000136958159496103,-0.000648508453338081,0.00577176941173363,-0.00362498337302997,0.0078986068513327
"2012-08-10",0.00175515622064859,0.0015132411462675,0.000780487844498357,0.000267701781815344,0.000290824489471486,-0.00243111951181962,0.00237494545353822,0.00216008724336536,-0.00336194247471777,-0.000959232687460343,0.00226794200564129,0.00296038527043851,0.00230832748828336,-0.00145032657764643
"2012-08-14",0.000439270817517823,0.000757862863101533,-0.000390854021000919,-0.00161812333041045,0.00291715492750644,-0.00305095324629168,-0.00282255256838759,0.00240096153753822,0.00141618009152822,0.00355872261699375,0.00582525919108079,-0.00245743497375539,-0.0013205680360846,0.00313774967196734
"2012-08-15",-0.00131839175325821,0.00151400483121522,0.00253782469053521,0,0.000873489646454395,-0.00101905644200517,0.00237741568144667,-0.000719683370393742,0.0028263576490124,-0.00232542338564556,0.0043467829852144,-0.00705470297988953,-0.00132231424226026,-0.000208877285354792
"2012-08-16",0.0109338504527003,0.0130262362951385,0.0106662506428421,0.0192467849822697,0.00811598657817969,0.0153786924026513,0.0156092110455859,0.00431035150112224,0.0134912252149313,0.00491804269964558,-0.000803535599683158,0.0147578223028288,0.00396170871414059,-0.00146336390700741
"2012-08-17",0.000217462216796971,0.00422203532916932,0.00481093971308111,0.00817407319879893,0.00144237728742391,-0.00362100576695257,0.00306368318998818,0.000716589066851459,0.004687915521699,-0.000817995955631368,-0.00758496333932879,0.000174383120155497,0.00263244640337224,0.0128873120125026
"2012-08-21",0.00065238667095846,0.0046931048223473,-0.00403497521217888,0.00474434205671059,0.00172910705905061,0.000806451656610196,-0.00567315508039634,-0.00239521072595439,-0.000521331143964687,0,-0.00226794200564129,0.00817182674951322,-0.00230832748828336,0.00476734243157395
"2012-08-22",-0.000217414937262461,-0.0012328937574515,0.000384985567796203,-0.00686018521580278,0.002300835067365,-0.00100816623117206,0.00131204917138383,0.00167724970432781,0.00225714133505406,-0.00287454855387015,0.000972605036955621,0.00311203570662943,0.00395387665012725,0.00433303061106161
"2012-08-23",-0.00785858661252137,-0.0101674775464824,-0.0100581118730347,-0.00291661349535932,-0.0103957043636798,-0.00850896543930713,-0.0081919709145879,-0.011315878542097,-0.00835950531609075,-0.00577400559347385,-0.00389610882456459,-0.0116330854385636,-0.00593669289790633,-0.00785452570541212
"2012-08-24",0.00371869618082776,0.00224075781544775,0.00233009814162255,-0.00345791008207641,0.00780689233248166,-0.00224055496521958,0.00512784069928784,0.00507186209796062,0.00540683274103415,0.0063221760882195,0.00761568940475676,-0.00122324174274446,0.000661375685483634,0.00124429713275331
"2012-08-28",0,0.0027380228679621,-0.00563381771825622,0,-0.00086793004146557,-0.00102239043769226,-0.00205248569341965,-0.00144613184999987,0.000869792174519546,0.00299972954690819,0,-0.00246609249519292,-0.000662471041120938,0.00144972584156466
"2012-08-29",-0.0010949305813055,0.000248539829786676,-0.00292654584056873,-0.0120725812342695,-0.000289477495146517,-0.00656816811209726,0.00249175651093747,-0.000965251040195181,0.000347705149539301,-0.00149873997670635,-0.000807037409632727,-0.00300274004650714,0.00363817169944314,-0.000413992968032684
"2012-08-30",-0.0107942451308802,-0.0120001440031103,-0.0098174752787048,-0.0155041865359653,-0.008723521444991,-0.0153561847210639,-0.0129661459972672,-0.00629694500158928,-0.00960622180543957,-0.00711551989589321,-0.00420712594656791,-0.0227221511919291,-0.0159737173491661,-0.00477327875265754
"2012-08-31",0.00684253856140282,0.0129936860619884,0.00747005636039955,0.0119892444285212,0.00611444618612644,0.0122624419214241,0.00665141761953514,0.00508906950747123,0.0014030167155914,0.00342724305583886,0.00517549271042661,0.014729923231064,0.0100134348036627,0.00828676795141536
"2012-09-05",-0.00176639480682272,0.00200150179401382,-0.00336667314727945,-0.00109229939860933,-0.00553533824129948,-0.00354203933192121,-0.00132753172383726,-0.0019389245046737,-0.000351679272132088,-0.00205493599266404,0.00418680160711027,-0.000180326391255647,0.00333667309903918,0.00123660362007305
"2012-09-06",0.022074986657358,0.0278514613556675,0.0221686371296794,0.0261576191785573,0.0196708685748508,0.027585116723067,0.0214653784473882,0.0144511185381746,0.0241519862229564,0.0132145509900941,0.017521951947213,0.0287968707522408,0.0181553096974274,0
"2012-09-07",0.0105365989314028,0.0183049427032809,0.013107358046764,0.0158440071712609,0.00969220814133287,0.0256578516857195,0.00230880333440542,0.0061978744289668,0.00786597763028407,-0.00801689190795063,-0.00126402292070971,0.0312228898720042,0.00944171103227154,0.00820517423918554
"2012-09-11",0.00708689748012548,0.0129312146722484,0.00729790064422353,0.00910161009343646,0.00683373957856537,0.00774197415361533,0.00552889521326616,0.00452435585438726,0.000851861368492024,0.00589648605926918,0.00729582934889805,0.0074500852545949,0.00751514727930802,0.0047126406243625
"2012-09-12",0.00427077309399149,0.00782087171618029,0.00952206775664743,0.0110697487703431,0.00481246505583321,0.0027646147150362,0.00766065754062417,0.000237557905856445,0.00458755370872321,-0.00369838103904385,-0.0001580403006054,0.00521579377105574,0.0103627870355467,0.000204394482060444
"2012-09-13",0.0173219371204127,0.0212550335035879,0.00999536845957705,0.015244197643117,0.0151348180432436,0.0237735280492997,0.014438103712739,0.0171910509389437,0.0119640823835727,0.0156582952758191,0.0111592513625789,0.0238777717975163,0.0137580157612973,0.00874967429610018
