"","IXG","EXI","FLM","IGF","GNR","IXN","JXI","RXI","KXI","IXJ","MXI","IFGL","IFNA"
"2013-12-31",-0.0183600361367069,0.00817970551020686,0.012660503205153,-0.0145352252189253,-0.0099579107512322,-0.00529910210122075,-0.0277771142034871,-0.00271352208891695,-0.0279795611644511,-0.0121030116375298,-0.00691972491737758,-0.0881943495342807,0.0123939057634002
"2014-01-31",0.000406089317344538,-0.0038034506996194,0.0100617232144744,0.00523734516658614,-0.00455206895730198,-0.00323884757287196,0.0211427150418642,-0.00489589502842858,-0.0308389038247467,0.0348462410914561,0.0045455484873731,-0.00589000739153178,-0.0203534456256911
"2014-02-28",0.0335504179856745,0.0417272797975317,0.0296585363986095,0.0400103626271751,0.0447738883556235,0.0424874697797435,0.0346544800836739,0.0463952166425194,0.0344644878821958,0.0513430116703892,0.0524359951651725,0.041875276336595,0.00875629912340381
"2014-03-31",-0.0019886914119267,-0.00439124390295831,0.0178906405042718,0.0132862408327572,0.0039332222278321,-0.00416228882601111,0.0155824817162582,-1.93418902814102e-05,0.00918179843675571,0.00755233528221311,-0.00363957172379958,0.0108264487624856,0.017406390202769
"2014-04-30",0.00312228252399649,0.0147910548356602,0.0229671555109832,-0.00188296100141772,0.00504537978643027,-0.0292072728488506,-0.00685475531201662,-0.0161435619451327,-0.00257856973753956,-0.0227664007075195,0.00530135511831364,0.00630712599900152,0.0174626746993392
"2014-05-31",0.00550621241766169,0.000937481359241765,-0.00331347077751598,0.0125226546331692,-0.00439452838087284,0.0140128211413355,0.00770165099700737,0.0136754492976729,0.0183631996838614,0.0110285993460852,-0.0194288926511028,0.0254016810740514,-0.00881738944832522
"2014-06-30",-0.0266655524181978,-0.0221032401933714,-0.00876846984477275,-0.0194755126827171,-0.0283679459683057,-0.000884664937522928,-0.0329241030544525,-0.00972072312834005,-0.019323752120842,0.00710870217189896,-0.0264801900297806,-0.0232516551685107,-0.00693379897829471
"2014-07-31",-0.0154273925255772,-0.031262774864139,-0.0232107724092936,-0.0325625920589792,-0.0133475376242611,0.00422289868355286,-0.0542700463279471,-0.0230489231444038,-0.0329961226717481,-0.00637700400450303,-0.00869221138407283,0.00341136869783876,-0.00579007974829215
"2014-08-31",0.00168367164662708,-0.000892174856501171,-0.0200431916213315,-0.0037706084340221,-0.0138412799853711,0.00669352571117177,0.000776282769519465,0.00190865907343607,-0.00306725143960307,0.0158176251550453,-0.0213195726043258,-0.0109954206689253,0.00377272578431365
"2014-09-30",-0.00543393920554891,-0.00608155196543159,-0.022847736875875,-0.011545865062832,-0.0130496838179148,0.0162216707417242,-0.0145196855564973,-0.00789215151927536,-0.00282924658439754,0.0240239743109205,-0.015926606432247,-0.0363185282501117,-0.060902518052492
"2014-10-31",0.0187826547081187,0.0253419311731173,-0.0283281787579295,0.0146237457563418,-0.0335801663655348,0.0177746989882523,0.0303423552111313,0.0272384426179304,0.0120863814157071,0.0321796431364234,-0.0299918049534327,0.0285588995300916,0.0717874302012773
"2014-11-30",0.00278018657937373,0.00879531153994417,-0.0399815097083498,-0.00629374750311262,0.0216934712605057,0.0180467124079247,-0.017222767984888,0.0153300947443649,0.0147252942952338,0.00773981761010667,0.0240760284347106,-0.0178472318458973,-0.0100930513794681
"2014-12-31",-0.0345257076020724,-0.0306131957960201,-0.028158340452193,-0.0274861387024772,-0.0457953476411967,-0.0395602923116645,-0.0381293538934711,-0.0297587788195521,-0.043230111184017,-0.0312709301688727,-0.0414578724594623,-0.0187069507371009,-0.00128496742594297
"2015-01-31",-0.0148750394762813,-0.00103505266519477,-0.00870614190351438,0.0242473940723711,0.0132943410543014,-0.00395597458099584,0.0353566061514852,0.0185505284424625,0.0395363728447489,0.025737377472332,0.0117959638260685,0.0371867215161168,0.0476879246578097
"2015-02-28",0.058776295978201,0.0363952526440743,0.00839519560047597,0.0102834008672632,0.0516958053912835,0.0434599764773091,-0.0273780044696825,0.0536689507536376,0.0213051736808527,0.0276514574883171,0.0535104140215035,0.0193694131586546,-0.0562779026616989
"2015-03-31",-0.0388158291881027,-0.0368870341694567,-0.0138891018829344,-0.0437175005790928,-0.0693887887232263,-0.046814942467889,-0.0485737104172563,-0.0393425648281633,-0.044724110437218,-0.0335584682177945,-0.0589734611618269,-0.0496962735519855,-0.0370297704285871
