"","Portfolio"
"2014-03-31",0.000897138246817615
"2014-04-30",-0.00769047860416456
"2014-05-31",0.0085460963705027
"2014-06-30",-0.0104044379551619
"2014-07-31",-0.0192805347703909
"2014-08-31",0.00488127190672003
"2014-09-30",0.00167609548418376
"2014-10-31",0.0244413085801199
"2014-11-30",0.00638956447042739
"2014-12-31",-0.0309507459104759
"2015-01-31",0.0115051763153402
"2015-02-28",0.0380749692168982
"2015-03-31",-0.0355709459069894
