"","ACWI","IXG","EXI","FLM","IGF","GNR","IXN","JXI","RXI","KXI","IXJ","MXI","IFGL","IYR"
"2012-03-13",0.0162085015691393,0.0380364368453949,0.0188615059007975,0.0121386710043154,0.0123910343481399,0.0173754955206018,0.0168194092929612,0.00843689091706823,0.0141699277758605,0.00717775117240116,0.0108530826197919,0.0177831423262873,0.0186477687051316,0.0177312494118995
"2012-03-14",-0.00423998939209413,-0.00561404983276681,-0.00827743160751115,-0.00903047961975512,-0.00758537138925686,-0.0138010396406609,0.00448593473496572,-0.00937873228643227,0.000514623907061029,-0.00761005898228984,-0.00507271970429279,-0.0157211224030176,-0.00843317529541299,-0.00242150412940489
"2012-03-15",0.00677538056644611,0.0139764679024217,0.0135756992314748,0.00832050443906285,0.00309728531430231,0.00524443981575518,0.00590227006775113,0.00399671391311474,0.00649574933617814,0.00316592579877017,0.00389138465846184,0.00804865072484962,0.00641568974224427,-0.000646725972420548
"2012-03-16",0.0018973337619701,0.00599632793000637,0.00218420181484102,0.00307292524046154,0.00448808607495454,0.00465940643542861,0.0011476116594471,0.000469153187117932,0.000170372263808005,0.00344234419097322,0.00236127618567927,0.00876374936071311,0.0047011503640948,0.00596631617465615
"2012-03-20",-0.00736767883893785,-0.0059742824753517,-0.0125787822068606,-0.0203509153157633,-0.0073157332469882,-0.0104051477602294,-0.00199430265528644,0.000938967205137864,-0.00767987391014913,-0.00400974330737736,-0.00656844466853279,-0.0109564407971359,-0.0121870161032436,-0.00240019316763895
"2012-03-21",-0.00465905120620658,-0.00693804818251254,-0.00349168782574871,-0.00599450302424032,-0.00169587378123026,-0.00599477254266301,-0.000713215920683297,-0.0018788168983801,0.00290822204804009,0.00200688140751648,0.00151962882768331,-0.00584012393076083,-0.00443762462316011,-0.00208483757657962
"2012-03-22",-0.00874112803709837,-0.0119062921624136,-0.012411014173733,-0.0160003413464409,-0.00595830958363086,-0.0185857805813674,-0.00214270491236057,-0.00164686544691106,-0.00462290010875677,0.000429522520741799,-0.00524402791866585,-0.0186951198655176,-0.0120462650985291,-0.0121135293721579
"2012-03-23",0.00469985911042325,0.00818622277113601,0.0039066183067451,0.00827456655967973,0.00397614837963944,0.0100943624494008,0.00157176570187545,0.000941398045518849,0.00137197757758134,0.00143041077171535,0.00169462843469592,0.0113865395098376,-0.0104421415229039,0.00405416917899259
"2012-03-27",-0.00316022595255072,-0.00669053135948205,-0.00512258712563796,-0.00381953197702556,-0.00420698979762957,-0.0087990832618341,0.00365476931977682,-0.00139729878347028,-0.00151706729475176,-0.00212299280077488,0.000667779657536727,-0.00409642923558273,0.000343701670336483,-0.000484848494346046
"2012-03-28",-0.00571369663616572,-0.00464037955650243,-0.00958356026405749,-0.0210279651353305,-0.00818404455051036,-0.0180253433666664,-0.00393645946248444,-0.01007152206975,-0.010002626417589,-0.00525606721796645,-0.00351082865006358,-0.0154326505724622,-0.00620477688688315,-0.00226573976196409
"2012-03-29",-0.00553310626368164,-0.0116960397631911,-0.00259595918082178,-0.00784702408090476,-0.00369056487020236,-0.0015328610014258,-0.00197405591460509,-0.000235432608503228,-0.00255907330650285,0.00156550234776365,0.000334896185314015,0.00256205104117502,-0.015331310746789,0.00113351157792874
"2012-03-30",0.00722945951185983,0.00375763711283295,0.00684617346951644,0.0124772260900943,0.00708519330683588,0.00992185204851648,-0.000847218350591206,0.00469815287472874,0.00850489902847684,0.00637892871077206,0.00700703567647309,0.0101830633314028,0.00908779410710414,0.00805936019316533
"2012-04-03",-0.0101159977519374,-0.0138548652781494,-0.00940012451191485,-0.0151001407864486,-0.00786741905718191,-0.012633334798537,-0.00153899995398987,-0.010757821242648,-0.00690878137697837,-0.00139938449928589,-0.0037938189833735,-0.0176105180086354,-0.0155847310166983,-0.00463592869292384
"2012-04-04",-0.0170907813051109,-0.016690897729577,-0.018314845703395,-0.0245944578984982,-0.0142047842983173,-0.0209000033866809,-0.017229631134537,-0.0120640138486876,-0.019464503877912,-0.010133795378156,-0.00846407841212926,-0.0247322707371511,-0.0137060659043673,-0.0103077092381429
"2012-04-05",-0.00129366124122043,-0.00602919950119807,-0.00075471701695573,-0.00403226352793862,-0.00545116828262815,-0.00466110768145933,0.00454804649790397,-0.00501015004838079,0.00395767530260915,-0.00453708420440524,-0.00250313021811799,-0.00407332538763594,0.00423729447551535,-0.00421804648753099
"2012-04-10",-0.0193242728264029,-0.021282664224211,-0.023344360944388,-0.0282511985451315,-0.0175033640113584,-0.0176609412266906,-0.0159934249757372,-0.0145105327144148,-0.0273557300098553,-0.0127902871739485,-0.0113627950275559,-0.0181203528336171,-0.012489011570775,-0.0180692856500411
"2012-04-11",0.0103673587671587,0.0163734741979726,0.0139564195941255,0.0244104564022249,0.0119937082003889,0.00678374508931068,0.0052151356791077,0.00849004493283179,0.0141220352235552,0.00706207446097729,0.00340541790024051,0.00918433440974908,0.0128435586406122,0.0111454202050103
"2012-04-12",0.0176187265515941,0.0194937946810012,0.0218952107026569,0.0198126877089586,0.0121388773791726,0.0247459602790956,0.0119211465638793,0.00602048778158304,0.0147893082708652,0.00529973309490384,0.00863168598631159,0.0330257249890229,0.0151278170785396,0.0146155816253035
"2012-04-13",-0.0154267046304777,-0.0241799544467267,-0.0153717800478543,-0.0208393818443198,-0.0127206109616051,-0.018600634169549,-0.0164103293980382,-0.0145105327144148,-0.0125131976847843,-0.00659311546964414,-0.0122076795799302,-0.0208002299147561,-0.00595344080249838,-0.00572224237774055
"2012-04-17",0.01431384230527,0.0165736184597218,0.0210454255164771,0.0276211655513392,0.0137933221323356,0.0164387263431602,0.0191393402106979,0.0110154370534397,0.00903568267389776,0.0116230932892911,0.0129642357867148,0.0170389517791705,0.00907827463887623,0.00855326766978415
"2012-04-18",-0.00323520178651115,-0.00971588891454056,-0.00734397425575839,-0.0204526760727268,-0.00543712886165792,-0.00564478384498734,-0.00677284813936563,-0.00933132742888398,0.000172965493815624,-0.000140934395272296,0.000167266037021108,-0.00225515559493328,0.00104220957844348,-0.00531701889057601
"2012-04-19",-0.00519819234186336,-0.00464832641247037,-0.00682725959308028,-0.0123204843880407,-0.00402530733283779,-0.00273651460840441,-0.0104652117910975,-0.00312989300892808,-0.00816189301282044,0.000845308587950733,0.000501630308988865,-0.00242189510486313,-0.00417537141048063,-0.000484770147652469
"2012-04-20",0.00368484214491849,0.0022045324298765,0.00758297472445557,0.00976620458294386,0.00574549124324975,0.00371202926970815,-0.00468659322950504,0.0100768607006536,0.00295986983741159,0.00575722997230077,0.00749441429315123,0.00403323931428812,0.00625653761430511,0.0104510960103781
"2012-04-24",0.00502348986959156,0.0101322997074882,0.0133794044749473,0.0107260675164693,0.00491543565961772,0.00198019866686217,-0.00341931500916015,0.00816527111018406,0.00458716400690573,0.000424598407057886,0.00351317801743711,0.00114989745730032,0.0114923779226062,0.0126736275635944
"2012-04-25",0.0116960397631911,0.0117332072039456,0.00586845034862593,0.0198383422196642,0.0137498585597418,0.0184246685915697,0.0279019568860548,0.00596162490607988,0.016584128015535,0.0076121032912706,0.00732116414827289,0.0209576348967406,0.00999146985500454,0.0110971335371541
"2012-04-26",0.00472610976359356,0.00581537863756232,0.00658454076858694,0.00178412179350174,0.00849863472146284,0.00232783810258574,0.00908245268894614,0.00308605586169364,0.0103342290700148,0.00699694990044986,0.00198741370483813,-0.000804181788413239,0.00342231682416472,0.0040906287374689
"2012-04-27",0.00363675660216645,0.0028950563043062,0.00523659322693559,0.00836824967051619,0.00394144654396467,0.00541064121901247,0.000573888107572529,0.00284023859572891,0.0146285990188604,-0.0011162272681231,0.00115750322969088,0.00705470297988953,0.00272944557031085,0.00501175677063781
"2012-05-01",0.00491716650821106,0.00771459949533027,0.00695687679373158,0.0153829789169406,0.00589475391134897,0.0102071179876271,0.00187929220470551,0.00378072283990605,0.00560892096795129,0.000280229790259767,0.00676961224761552,0.00546186096766998,0.0010275733050098,0.00872415566033791
"2012-05-02",-0.00448862568313979,-0.0142704078483313,-0.00394255650080888,-0.0164000143465839,-0.00786741905718191,-0.0105943396768797,0,-0.00900266682105766,0.001016432410057,0.00223901576885766,-0.00313144054817283,-0.00626759785760722,0.00102651848192803,-0.00155231325800376
"2012-05-03",-0.00860590509287951,-0.0110227692907499,-0.0107802462437916,-0.0130586928045413,-0.00792980649224528,-0.0114910213677675,-0.010599010293201,-0.00453190996274744,-0.00884359505203669,-0.00111888123560799,-0.00479855309777655,-0.017892474724623,-0.00617497673944056,-0.00342359500287959
"2012-05-04",-0.016997576368571,-0.0146386437385435,-0.0157151566874432,-0.0258466287263861,-0.0111509375597545,-0.0233859250526431,-0.0222871006238421,-0.00143540694502331,-0.019317606570822,-0.0109752051437679,-0.00983423210275802,-0.019556473448783,-0.0124655353765615,-0.00766766920769868
"2012-05-08",-0.0112348356515879,-0.0104739112117591,-0.0104631840052485,-0.0231485658965149,-0.00862818122333842,-0.0123346018377486,-0.00644148733162808,0,-0.0155692815204196,-0.00522268107871948,-0.00150816953597488,-0.0160381592532248,-0.0125963876856856,-0.000937646575963846
"2012-05-09",-0.00979526976986644,-0.01541018243105,-0.0125442648458569,-0.00431616531940548,-0.0072474588863205,-0.0122826518558417,-0.00210621410794243,-0.0105516566514603,-0.000352671490165157,-0.00852762416165831,-0.0102824336202207,-0.0121566431617754,-0.00884179058146106,-0.00234797008549759
"2012-05-10",0.00245782717852849,0.00786107763177402,0.00157666567939474,0.00539230209261587,0.00435477535348472,0.00246862910802914,-0.00680017731906535,0.00935819666972559,0,0.00114122694269181,0.00321407702889065,0.00583993415154538,0.00354610300675073,-0.000940733841719776
"2012-05-11",-0.00380101072499617,-0.0114315991501091,-0.00374864797268737,-0.0024229383235892,0,-0.009496355427832,-0.00136560221510518,-0.000955794576944946,-0.00229540137864248,-0.000713114199799136,-0.000675789855081987,-0.013795700776865,-0.00461239064998598,0.00422635050318121
"2012-05-15",-0.0107417328129413,-0.0110382198284293,-0.00884783572123116,-0.015866721174941,-0.0127239473697092,-0.0149129308270788,-0.00523400209644365,-0.0136056520557784,-0.00740142380512676,-0.000862936915336121,-0.00664454271866877,-0.0157935802581406,-0.0130342178389071,-0.00491401480242892
"2012-05-16",-0.0083064621577531,-0.0135694512571849,-0.00770482319277432,-0.0152674721307888,-0.0077728343507526,-0.00927230362886133,-0.0113311262808544,-0.0031851062085777,-0.00417612953731528,-0.00244903961634702,0,-0.00926858066378422,-0.01062475647774,-0.0121504292575967
"2012-05-17",-0.0158807634562508,-0.0211161067307053,-0.0131122550632963,-0.0192728531213877,-0.011470092549148,-0.0122059056795036,-0.0157334900640969,-0.00738919618237066,-0.0187333302025103,-0.00956529032181397,-0.00892863074430128,-0.0121235871409864,-0.00999453072499579,-0.028221430876707
"2012-05-18",-0.00495576235498474,-0.0104511402317806,-0.00516903869833074,-0.00816569133363343,-0.000911161794245441,-0.00792606527242068,-0.0126068852325547,0.00246913705692098,-0.00856456547784168,-0.00657464564208521,-0.00900906994236639,-0.0079785189912176,-0.00821820090438585,-0.010311084202737
"2012-05-22",-0.00232666461403896,0.00271223382971986,0.00406256906508951,0.0050790176903539,-0.00270717566449052,-0.00716071194712287,-0.00187764098349774,-0.000980632586552233,0.00294009767099679,-0.00525318587302603,-0.00516619024001574,-0.00742152017128817,-0.0121615650392757,0.00212713816604371
"2012-05-23",-0.00396779607962472,-0.00216919824754536,-0.00243556036775994,-0.0141725728235405,-0.00573933005734162,0.00304414238122819,-0.00094014422468458,-0.00615083745067935,0,-0.00161065998653509,-0.00919267595719031,0.000181669543601437,0.00074128987827482,0.0042407501166597
"2012-05-24",-0.00210698895693584,-0.00217391389961996,-0.00407249595643044,-0.00802526519859414,-0.00242644947682846,0.00108495182607493,-0.0100835894573637,0.00246487677175589,-0.00607345199939102,0.00248810958948287,0.00365249558157466,-0.00436920411066399,-0.00594576259238089,0.00308767613473471
"2012-05-25",-0.00422734307318828,-0.00572911129169906,0.000815827089915899,0.00402068318788151,0.00121396069536672,-0.00696411954961018,-0.00015836566665417,0.00491160122946033,0.00405306376506198,0.00306502465739733,0.00484933406143728,-0.00750850519612856,-0.00149198088101521,-0.00292492896210739
"2012-05-30",-0.0189767906257101,-0.0240909542938432,-0.0207451002698469,-0.0295108079105124,-0.0167304282592098,-0.0204177379602144,-0.0108244840729554,-0.0126380073856831,-0.0113491974166875,-0.0115489917517504,-0.00935882047543579,-0.0271394491175343,-0.0169996702827144,-0.0235534318749613
"2012-05-31",0.00118189353079545,0.00800335443527933,0,0.000581395365213844,0.00428528357032709,-0.00373750022848895,-0.00236873383555025,0.00745345065458114,-0.00331919906428535,0.00146929206567936,-0.000522511550684612,-0.000923616949375372,-0.00823357944793468,0.00622646612617395
"2012-06-01",-0.0253602107683415,-0.0315536438316988,-0.0325843363330041,-0.0282954332351513,-0.0213003885763099,-0.0186755094282738,-0.0293596125949529,-0.0114514569794353,-0.0307601145885772,-0.0194209647106263,-0.02290849079687,-0.0194072148148403,-0.00603092668528937,-0.0256445519832758
"2012-06-05",0.00722198613206437,0.0143200537747483,0.00465806474250652,0.0074974110380861,0.00123533060799286,0.00600869728161735,0.0106797131566845,0.00272378526699368,0.00323717315922289,0.00178677831932372,0.00282985685841108,0.00879249888493483,0.00713886180420742,0.0192233249255285
"2012-06-06",0.02604313853602,0.0310166211000333,0.0202829744804776,0.0426965435955053,0.0153142349730424,0.0249793881796183,0.0247986003076717,0.0137526725520374,0.0257122168868871,0.0138870602241008,0.0152487399514456,0.0304498947201677,0.0345877008464743,0.0216189225541905
"2012-06-07",0.00186785018115998,0.00673403218134405,0.00721875878906086,0.00883574224923844,0.00273182746916412,0.00172973016100419,0.000156998194842828,-0.00219753476300077,0.00314494755560402,0.000879894469439257,0.000173928168105242,0.000180652154768701,-0.00326028182288596,-0.00503533915365217
"2012-06-08",0.000932618393547635,-0.00295738890100861,0.000410930763949935,-0.0122770992446313,0.00272438491500049,-0.00281233284333515,0.00235201990043077,0.00924580795669172,0.00387132938106305,0.00672025903877493,0.00624135174468421,-0.00779766395488579,-0.00618746287047101,0.0124607162892998
"2012-06-12",0.0142943265758966,0.0144004662127801,0.0137480363792264,-0.00864060675402634,0.0100350545631489,0.00823406602367527,0.011976191046716,0.00682263855088738,0.00761024554597123,0.0103749012728036,0.0123083810956954,0.0187876023120261,0.0157946350531599,0.00979759633633304
"2012-06-13",-0.00747317817116011,-0.00459646611615927,-0.018303852915087,-0.000578703719854357,-0.00454890852636902,-0.00888702066652813,-0.00770504637440528,-0.000485790633794281,-0.0134030301273405,-0.000581648991241579,-0.000517018538014113,-0.0105359739385325,-0.00584796988242298,-0.00521343637662941
"2012-06-14",0.00933277889301287,0.0126566924509111,0.0115560510103352,0.00173510743357408,0.0117843938156077,0.00759140398777358,0.0026799101717323,0.00918990748211712,0.0113669350231831,0.0130059636791335,0.0125055162925012,0.0060082110643771,0.00875918008988164,0.0134665781333494
"2012-06-15",0.0115448061285428,0.0175070784427755,0.00776623564182666,0.0120621795621423,0.0125374776590359,0.00323589970635441,0.012671268484028,0.0102982588975333,0.00683226736765041,0.00315367233854502,0.00458599529860315,0.0197705936394819,0.00904328825356515,0.00610541742303727
"2012-06-19",0.0136676387286636,0.0214724143974214,0.0151136378100483,0.0178146942312094,0.0103873912157981,0.0210310459879954,0.00999623856337628,0.00643855807171922,0.0141537474380939,0.00527931596434161,0.0139158922663105,0.0203801853550782,0.0131838717001269,-0.00413881520447923
"2012-06-20",0.00113058237028607,-0.0148769545306169,-0.0114654781092782,-0.000841160851503542,-0.0208838138707192,-0.0014725994035949,0.000305997554407078,-0.0243004860116423,-0.00487673683929213,-0.019543659834989,-0.0169595199118131,-0.0155992997547365,-0.0149788820546508,-0.00127693552865793
"2012-06-21",-0.0396456621883963,-0.0236807660156084,-0.025198506262313,-0.0465066583474907,-0.020713503277952,-0.0371008563750448,-0.0277644821419818,-0.0154623279381081,-0.0204872722584524,-0.0162391104227675,-0.0144991879059786,-0.0396376875507345,-0.0232653168934198,-0.0157762447830674
"2012-06-22",0.00679557389599461,0.00831215403866858,0.00970380278880834,0.00761127796201455,0.0104103818324921,0.000873553233100122,0.00970425521325868,0.00960007372901961,0.000554272531511302,0.00837193697935312,0.008724715338702,0.00183621057835559,0.00550157265142426,0.000810964280923088
"2012-06-26",0.00569261499328633,0.00571974867278691,0.00272565427157767,0.011866054388328,0.00680064444801776,0.00949339285697492,0.00302813204534313,0.00666422310912829,0.0113605840521798,0.00382409643840287,0.00685991371313044,0.0068920827904817,0.00882034384297281,0.00439203634037355
"2012-06-27",0.00894755204116748,0.0137561171215608,0.00646981282152259,0.0143466082418056,0.0119431828441745,0.0100569277895861,0.00713552539979379,0.0124680749720292,0,0.00745890112605618,0.00647361715633465,0.00166929464711263,0.0156111356986273,0.00631019001861244
"2012-06-28",-0.0016422291080822,-0.00510273700193276,0.00394477829101625,0.00319257273055928,0.00364631215302014,-0.000435161016440588,-0.00761304232092463,0.00291121020745821,-0.00185356864932329,0.00232862861737893,-0.00118936383063062,-0.00371333512466121,0,0.00835212050818424
