"","IXG","EXI","FLM","IGF","GNR","IXN","JXI","RXI","KXI","IXJ","MXI","IFGL","IYR"
"2014-04-30",0.239956150641068,0,0,0,0,0,0.160043849358932,0.3,0,0.3,0,0,0
"2014-05-31",0.241377306838912,0,0.00166053730621742,0,0,0,0.156968527422077,0.3,0,0.299993628432793,0,0,0
"2014-06-30",0.236818351073272,0.00710059171597633,0.00504040157724803,0,0,0,0.1510514382857,0.3,0,0.299989217347803,0,0,0
"2014-07-31",0.235049669212458,0.012016385980883,0.00970786993835877,0,0,0,0.143239760542242,0.3,0,0.299986314326058,0,0,0
"2014-08-31",0.230422854445707,0.0191916881250675,0.0134510708739462,0,0,0,0.136949826802803,0.3,0,0.299984559752476,0,0,0
"2014-09-30",0.221656369211626,0.0287263082913563,0.0158127456059597,0,0,0,0.133820907922093,0.3,0,0.299983668968965,0,0,0
"2014-10-31",0.210133468678074,0.0385743168945793,0.0171293826482662,0,0,0,0.13358318324415,0.3,0,0.299983417722334,0,0,0.000596230812597179
"2014-11-30",0.196909771404274,0.0491311512478191,0.0176666344324439,0,0,0,0.134934841029019,0.3,0,0.299983630315637,0,0,0.00137397157080662
"2014-12-31",0.182781330837725,0.0555267272936815,0.0176331488002292,0,0,0.00258157179458831,0.138483233238165,0.3,0,0.299984169975561,0,0,0.00300981806004956
"2015-01-31",0.168339516447764,0.0587915663018153,0.0171918212457979,0,0,0.00569972878671809,0.143993009730642,0.3,0,0.299984931034428,0,0,0.00599942645283376
"2015-02-28",0.154015151909443,0.05973759739517,0.0164689341507128,0,0,0.0148979417519183,0.146896625153418,0.3,0,0.299985832596471,0,0,0.00799791704286663
"2015-03-31",0.140113916898942,0.0608396888208538,0.0160897675629407,0,0,0.0282316222358328,0.145498701872603,0.3,0,0.299986813416715,0,0,0.00923948919211225
"2015-04-30",0.126844655929318,0.0601887675618262,0.0191253938388668,0,0,0.0428895499376471,0.141054065633141,0.3,0,0.299987827769276,0,0,0.0099097393299245
"2015-05-31",0.114341938763391,0.0582981371323016,0.0235640770402432,0.00398576659533251,0,0.0551329123078053,0.134533253517712,0.3,0,0.299988842121836,0,0,0.0101550725213777
"2015-06-30",0.102683971117647,0.0555646529281497,0.0326859192449648,0.00674514346902425,0,0.0655598248768323,0.126680287363643,0.3,0,0.299989832466052,0,0,0.0100903685336873
"2015-07-31",0.091906752362584,0.0522924032215521,0.0424448518749827,0.0101190901046103,0,0.0753815040667134,0.118059399469578,0.3,0,0.299990782180761,0,0,0.00980521671921811
"2015-08-31",0.0820152110678328,0.0487118598642473,0.0555279964947,0.0122952509477315,0,0.0806294162898421,0.109092742469222,0.299999999836188,0,0.299991680327251,0,0,0.0117358427029851
"2015-09-30",0.0729919131924705,0.0449953321382659,0.0699906753493062,0.0135623187478897,0,0.0824784086794233,0.100090751540702,0.299999999722779,0,0.299992520294211,0,0,0.015898080334952
"2015-10-31",0.0648038262357325,0.0412694079761545,0.0821821408610998,0.0141485076758635,0,0.0878244336080542,0.0912765272299692,0.299999999648143,0,0.299993298725131,0,0,0.0185018580398526
"2015-11-30",0.0574075314031394,0.0376249437423078,0.0944391178283552,0.0142333291526765,0,0.0938777163186011,0.0828053600671378,0.299689799365555,0,0.2999940146733,0,0,0.0199281874489269
"2015-12-31",0.0507532012235163,0.0341250623975463,0.107830836958789,0.0139571757922247,0,0.0959897656837004,0.0747803147004446,0.299475045332091,0,0.299994668939782,0,0,0.0230939289719058
"2016-01-31",0.0447875991132886,0.0308115364075681,0.121967373449602,0.0134291091662865,0,0.0952299959230034,0.0672646223571083,0.294599985204722,0.00710059171597633,0.299995263558037,0,0,0.0248139231044077
"2016-02-29",0.0394563076825744,0.0277098630914874,0.136302588961968,0.0127331772230695,0,0.0931756758614395,0.0602915024578649,0.285760019225062,0.0191169776968594,0.299995801395769,0,0,0.0254580864039054
"2016-03-31",0.0347053520976826,0.0248332836618323,0.150440758909592,0.0119335294477942,0,0.0952619628115819,0.053871895844611,0.272667262062701,0.0343685445187493,0.296600676823659,0,0,0.0253167338217965
"2016-04-30",0.0304823518955368,0.0221859508474205,0.164103217655297,0.0158513392676833,0,0.0945009738750193,0.0480005349950124,0.256839494814792,0.0491695152241513,0.294250305341293,0,0,0.0246163160837943
