"","Portfolio"
"2014-03-31",-0.00376240370703212
"2014-04-30",0.00110599382584013
"2014-05-31",0.00324378290630075
"2014-06-30",0.0040114748214304
"2014-07-31",-0.0223211172016731
"2014-08-31",0.00532757510468392
"2014-09-30",-0.00426624005750435
"2014-10-31",0.0273809271948068
"2014-11-30",0.0139918857714518
"2014-12-31",-0.012973636633607
"2015-01-31",0.00981100517381548
"2015-02-28",0.0427395426149338
"2015-03-31",-0.0236175713123152
