"","IXG","EXI","FLM","IGF","GNR","IXN","JXI","RXI","KXI","IXJ","MXI","IFGL","IYR"
"2014-04-30",0.296367168121864,0,0,0,0,0,0.103632831878136,0.3,0,0.3,0,0,0
"2014-05-31",0.296453152308329,0,0.00166053730621742,0,0,0,0.101892681952661,0.3,0,0.299993628432793,0,0,0
"2014-06-30",0.289634674677277,0.00710059171597633,0.00504040157724803,0,0,0,0.0982351146816954,0.3,0,0.299989217347803,0,0,0
"2014-07-31",0.284998138141132,0.012016385980883,0.00970786993835877,0,0,0,0.0932912916135678,0.3,0,0.299986314326058,0,0,0
"2014-08-31",0.277135795022726,0.0191916881250675,0.0134510708739462,0,0,0,0.0902368862257842,0.3,0,0.299984559752476,0,0,0
"2014-09-30",0.264947116339779,0.0287263082913563,0.0158127456059597,0,0,0,0.0905301607939398,0.3,0,0.299983668968965,0,0,0
"2014-10-31",0.249949373227379,0.0385743168945793,0.0171293826482662,0,0,0,0.0937672786948451,0.3,0,0.299983417722334,0,0,0.000596230812597179
"2014-11-30",0.233295382638562,0.0491311512478191,0.0176666344324439,0,0,0,0.0985492297947312,0.3,0,0.299983630315637,0,0,0.00137397157080662
"2014-12-31",0.215849735349799,0.0555267272936815,0.0176331488002292,0,0,0.00258157179458831,0.105414828726092,0.3,0,0.299984169975561,0,0,0.00300981806004956
"2015-01-31",0.198250195330038,0.0587915663018153,0.0171918212457979,0,0,0.00569972878671809,0.114082330848369,0.3,0,0.299984931034428,0,0,0.00599942645283376
"2015-02-28",0.180957028917545,0.05973759739517,0.0164689341507128,0,0,0.0148979417519183,0.119954748145316,0.3,0,0.299985832596471,0,0,0.00799791704286663
"2015-03-31",0.164292524470316,0.0608396888208538,0.0160897675629407,0,0,0.0282316222358328,0.121320094301229,0.3,0,0.299986813416715,0,0,0.00923948919211225
"2015-04-30",0.148472553251405,0.0601887675618262,0.0191253938388668,0,0,0.0428895499376471,0.119426168311055,0.3,0,0.299987827769276,0,0,0.0099097393299245
"2015-05-31",0.13363168502363,0.0582981371323016,0.0235640770402432,0.00398576659533251,0,0.0551329123078053,0.115243507257473,0.3,0,0.299988842121836,0,0,0.0101550725213777
"2015-06-30",0.119843094516794,0.0555646529281497,0.0326859192449648,0.00674514346902425,0,0.0655598248768323,0.109521163964496,0.3,0,0.299989832466052,0,0,0.0100903685336873
"2015-07-31",0.107134267123929,0.0522924032215521,0.0424448518749827,0.0101190901046103,0,0.0753815040667134,0.102831884708233,0.3,0,0.299990782180761,0,0,0.00980521671921811
"2015-08-31",0.0954993252124941,0.0487118598642473,0.0555279964947,0.0122952509477315,0,0.0806294162898421,0.0956086283245609,0.299999999836188,0,0.299991680327251,0,0,0.0117358427029851
"2015-09-30",0.0849086431288634,0.0449953321382659,0.0699906753493062,0.0135623187478897,0,0.0824784086794233,0.0881740216043087,0.299999999722779,0,0.299992520294211,0,0,0.015898080334952
"2015-10-31",0.0753162933972968,0.0412694079761545,0.0821821408610998,0.0141485076758635,0,0.0878244336080542,0.0807640600684049,0.299999999648143,0,0.299993298725131,0,0,0.0185018580398526
"2015-11-30",0.066665763864109,0.0376249437423078,0.0944391178283552,0.0142333291526765,0,0.0938777163186011,0.0735471276061683,0.299689799365555,0,0.2999940146733,0,0,0.0199281874489269
"2015-12-31",0.0588943015624985,0.0341250623975463,0.107830836958789,0.0139571757922247,0,0.0959897656837004,0.0666392143614624,0.299475045332091,0,0.299994668939782,0,0,0.0230939289719058
"2016-01-31",0.0519361705285053,0.0308115364075681,0.121967373449602,0.0134291091662865,0,0.0952299959230034,0.0601160509418917,0.294599985204722,0.00710059171597633,0.299995263558037,0,0,0.0248139231044077
"2016-02-29",0.0457250549236106,0.0277098630914874,0.136302588961968,0.0127331772230695,0,0.0931756758614395,0.0540227552168288,0.285760019225062,0.0191169776968594,0.299995801395769,0,0,0.0254580864039054
"2016-03-31",0.0401957933384822,0.0248332836618323,0.150440758909592,0.0119335294477942,0,0.0952619628115819,0.0483814546038115,0.272667262062701,0.0343685445187493,0.296600676823659,0,0,0.0253167338217965
"2016-04-30",0.0352855931896392,0.0221859508474205,0.164103217655297,0.0158513392676833,0,0.0945009738750193,0.0431972937009101,0.256839494814792,0.0491695152241513,0.294250305341293,0,0,0.0246163160837943
